record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name
253693,gpt-4.1-mini,4,3,4,4,0,1,1,0,1,1,0,Testing Prompt: 0.6973533180714837
588075,gpt-4.1-mini,2,2,1,1,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
591948,gpt-4.1-mini,3,4,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
557524,gpt-4.1-mini,2,1,1,1,0,0,0,1,0,1,0,Testing Prompt: 0.6973533180714837
263864,gpt-4.1-mini,4,3,1,4,0,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
561604,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,1,0,Testing Prompt: 0.6973533180714837
700128,gpt-4.1-mini,2,1,2,1,0,1,0,0,0,1,0,Testing Prompt: 0.6973533180714837
167524,gpt-4.1-mini,3,1,1,1,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
561983,gpt-4.1-mini,3,2,1,3,1,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
225581,gpt-4.1-mini,4,4,3,4,1,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
184927,gpt-4.1-mini,4,4,4,4,0,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
534868,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
550903,gpt-4.1-mini,4,4,4,4,0,0,1,1,1,0,0,Testing Prompt: 0.6973533180714837
601747,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
546868,gpt-4.1-mini,3,3,3,3,0,0,0,1,0,0,0,Testing Prompt: 0.6973533180714837
586617,gpt-4.1-mini,4,3,4,4,0,0,1,1,1,0,0,Testing Prompt: 0.6973533180714837
266177,gpt-4.1-mini,3,1,3,3,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
529099,gpt-4.1-mini,3,3,3,3,0,0,0,1,0,0,0,Testing Prompt: 0.6973533180714837
529141,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
546578,gpt-4.1-mini,3,3,1,2,0,0,1,0,0,0,0,Testing Prompt: 0.6973533180714837
706907,gpt-4.1-mini,3,3,3,3,0,0,1,0,1,0,0,Testing Prompt: 0.6973533180714837
534553,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
580333,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,0,Testing Prompt: 0.6973533180714837
585389,gpt-4.1-mini,3,2,4,3,0,0,0,0,1,0,0,Testing Prompt: 0.6973533180714837
225646,gpt-4.1-mini,3,3,3,3,0,0,0,1,0,1,0,Testing Prompt: 0.6973533180714837
703584,gpt-4.1-mini,3,1,1,1,0,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
200051,gpt-4.1-mini,3,2,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
293411,gpt-4.1-mini,2,1,3,2,1,1,0,0,0,0,0,Testing Prompt: 0.6973533180714837
556668,gpt-4.1-mini,3,1,4,3,0,0,0,0,1,0,0,Testing Prompt: 0.6973533180714837
632387,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
247781,gpt-4.1-mini,3,4,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
528543,gpt-4.1-mini,3,2,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
600997,gpt-4.1-mini,4,4,3,4,0,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
248896,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
525710,gpt-4.1-mini,3,3,1,3,0,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
244029,gpt-4.1-mini,3,4,1,3,0,0,1,0,0,0,0,Testing Prompt: 0.6973533180714837
511739,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
512243,gpt-4.1-mini,3,2,3,3,0,1,0,0,0,0,0,Testing Prompt: 0.6973533180714837
225577,gpt-4.1-mini,3,3,2,3,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
524784,gpt-4.1-mini,4,2,2,4,0,0,1,0,1,0,0,Testing Prompt: 0.6973533180714837
215108,gpt-4.1-mini,4,3,4,4,0,0,1,1,0,1,0,Testing Prompt: 0.6973533180714837
195235,gpt-4.1-mini,2,3,1,1,0,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
640700,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
207845,gpt-4.1-mini,3,3,1,2,1,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
264262,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
704896,gpt-4.1-mini,3,1,1,3,0,0,0,1,0,1,0,Testing Prompt: 0.6973533180714837
644531,gpt-4.1-mini,3,3,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
238025,gpt-4.1-mini,4,4,1,4,0,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
615578,gpt-4.1-mini,4,3,4,4,0,0,1,0,1,1,0,Testing Prompt: 0.6973533180714837
249730,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
211283,gpt-4.1-mini,4,4,4,4,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
564167,gpt-4.1-mini,4,4,2,4,1,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
282284,gpt-4.1-mini,3,1,1,1,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
505173,gpt-4.1-mini,4,1,4,4,0,0,0,0,1,1,0,Testing Prompt: 0.6973533180714837
218810,gpt-4.1-mini,2,2,1,2,0,0,0,1,0,0,0,Testing Prompt: 0.6973533180714837
190056,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
581720,gpt-4.1-mini,4,4,4,4,1,0,1,0,1,1,0,Testing Prompt: 0.6973533180714837
242166,gpt-4.1-mini,2,1,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
630563,gpt-4.1-mini,3,3,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
576254,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
590085,gpt-4.1-mini,3,2,1,3,1,0,0,1,0,0,0,Testing Prompt: 0.6973533180714837
607920,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
614816,gpt-4.1-mini,4,1,4,4,0,0,0,0,1,1,0,Testing Prompt: 0.6973533180714837
216965,gpt-4.1-mini,3,4,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
641013,gpt-4.1-mini,3,2,3,3,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
172253,gpt-4.1-mini,3,3,4,2,0,0,0,0,0,1,0,Testing Prompt: 0.6973533180714837
530371,gpt-4.1-mini,4,3,1,4,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
174997,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
543094,gpt-4.1-mini,3,3,3,3,0,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
208682,gpt-4.1-mini,3,2,4,3,0,0,1,1,1,1,0,Testing Prompt: 0.6973533180714837
613961,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,1,0,Testing Prompt: 0.6973533180714837
628747,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
558582,gpt-4.1-mini,1,1,3,1,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
505194,gpt-4.1-mini,3,3,4,4,0,0,0,0,1,1,0,Testing Prompt: 0.6973533180714837
291285,gpt-4.1-mini,4,4,4,4,0,0,1,0,0,0,0,Testing Prompt: 0.6973533180714837
226773,gpt-4.1-mini,3,2,4,4,0,0,0,1,1,1,0,Testing Prompt: 0.6973533180714837
217400,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,0,Testing Prompt: 0.6973533180714837
506571,gpt-4.1-mini,3,3,1,4,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
717614,gpt-4.1-mini,2,2,1,1,0,0,0,0,0,0,0,Testing Prompt: 0.6973533180714837
543229,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,0,0,Testing Prompt: 0.6973533180714837
240687,gpt-4.1-mini,2,2,1,2,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
545047,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.6973533180714837
211179,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,1,Testing Prompt: 0.5227550624440173
506571,gpt-4.1-mini,4,4,1,4,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
511739,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
505194,gpt-4.1-mini,3,3,3,3,0,0,0,0,1,0,1,Testing Prompt: 0.5227550624440173
534868,gpt-4.1-mini,2,1,2,1,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
248731,gpt-4.1-mini,3,3,4,3,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
225577,gpt-4.1-mini,3,3,3,3,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
282284,gpt-4.1-mini,3,2,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
529141,gpt-4.1-mini,2,1,2,1,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
218810,gpt-4.1-mini,3,1,1,2,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
247482,gpt-4.1-mini,4,3,3,4,0,0,1,0,1,0,1,Testing Prompt: 0.5227550624440173
585389,gpt-4.1-mini,3,2,4,3,0,0,0,0,1,0,1,Testing Prompt: 0.5227550624440173
263413,gpt-4.1-mini,4,4,1,4,0,0,1,0,1,1,1,Testing Prompt: 0.5227550624440173
208682,gpt-4.1-mini,3,2,3,3,0,0,1,0,1,0,1,Testing Prompt: 0.5227550624440173
207524,gpt-4.1-mini,3,2,1,2,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
700128,gpt-4.1-mini,3,2,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
238025,gpt-4.1-mini,4,4,3,4,0,0,1,0,1,1,1,Testing Prompt: 0.5227550624440173
600997,gpt-4.1-mini,4,4,1,4,0,0,1,1,1,1,1,Testing Prompt: 0.5227550624440173
188529,gpt-4.1-mini,3,1,1,2,0,0,1,0,1,0,1,Testing Prompt: 0.5227550624440173
232366,gpt-4.1-mini,3,2,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
190056,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
248235,gpt-4.1-mini,4,4,4,4,0,0,1,1,1,1,1,Testing Prompt: 0.5227550624440173
556668,gpt-4.1-mini,2,1,4,2,0,0,0,0,1,0,1,Testing Prompt: 0.5227550624440173
644531,gpt-4.1-mini,3,3,1,3,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
248896,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
512243,gpt-4.1-mini,2,1,4,3,0,1,0,0,0,0,1,Testing Prompt: 0.5227550624440173
735055,gpt-4.1-mini,3,2,3,3,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
601728,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
588075,gpt-4.1-mini,3,1,1,3,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
264344,gpt-4.1-mini,4,3,1,4,0,0,1,0,0,0,1,Testing Prompt: 0.5227550624440173
590085,gpt-4.1-mini,4,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
240687,gpt-4.1-mini,3,3,1,3,0,0,1,0,0,0,1,Testing Prompt: 0.5227550624440173
211283,gpt-4.1-mini,4,4,4,4,0,1,1,0,1,1,1,Testing Prompt: 0.5227550624440173
263864,gpt-4.1-mini,4,3,1,4,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
174997,gpt-4.1-mini,3,1,1,3,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
564167,gpt-4.1-mini,4,3,0,4,1,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
703584,gpt-4.1-mini,3,2,1,3,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
524784,gpt-4.1-mini,4,3,4,4,0,1,1,0,1,1,1,Testing Prompt: 0.5227550624440173
546578,gpt-4.1-mini,3,2,1,2,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
200051,gpt-4.1-mini,3,1,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
215179,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
607920,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
600843,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,1,1,Testing Prompt: 0.5227550624440173
632387,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
525710,gpt-4.1-mini,4,4,3,4,0,0,1,1,1,1,1,Testing Prompt: 0.5227550624440173
561983,gpt-4.1-mini,3,3,1,3,1,0,1,1,1,0,1,Testing Prompt: 0.5227550624440173
584423,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
551252,gpt-4.1-mini,3,3,4,4,0,1,1,1,1,1,1,Testing Prompt: 0.5227550624440173
628747,gpt-4.1-mini,3,2,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
249730,gpt-4.1-mini,2,1,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
219176,gpt-4.1-mini,4,2,1,4,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
264478,gpt-4.1-mini,4,1,4,3,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
505173,gpt-4.1-mini,4,1,3,4,0,1,0,1,1,1,1,Testing Prompt: 0.5227550624440173
591948,gpt-4.1-mini,3,3,1,2,0,0,1,0,1,1,1,Testing Prompt: 0.5227550624440173
217400,gpt-4.1-mini,3,1,1,2,0,0,0,1,0,0,1,Testing Prompt: 0.5227550624440173
207845,gpt-4.1-mini,3,3,2,3,1,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
172253,gpt-4.1-mini,3,3,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
704896,gpt-4.1-mini,3,1,1,2,0,0,0,1,0,1,1,Testing Prompt: 0.5227550624440173
546868,gpt-4.1-mini,3,3,3,3,0,1,0,0,0,1,1,Testing Prompt: 0.5227550624440173
257325,gpt-4.1-mini,3,2,4,3,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
614816,gpt-4.1-mini,2,1,4,3,0,0,0,1,1,1,1,Testing Prompt: 0.5227550624440173
529099,gpt-4.1-mini,2,1,2,2,0,0,0,1,0,1,1,Testing Prompt: 0.5227550624440173
226773,gpt-4.1-mini,3,1,3,3,0,0,0,1,0,1,1,Testing Prompt: 0.5227550624440173
266177,gpt-4.1-mini,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
586617,gpt-4.1-mini,3,1,4,3,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
225646,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,1,Testing Prompt: 0.5227550624440173
615578,gpt-4.1-mini,4,1,4,4,1,0,1,1,1,1,1,Testing Prompt: 0.5227550624440173
558582,gpt-4.1-mini,1,1,3,1,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
225581,gpt-4.1-mini,4,4,3,4,1,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
503131,gpt-4.1-mini,2,3,1,1,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
543094,gpt-4.1-mini,3,3,3,2,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
630563,gpt-4.1-mini,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
575601,gpt-4.1-mini,3,1,3,2,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
291285,gpt-4.1-mini,3,1,3,3,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
580333,gpt-4.1-mini,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
257040,gpt-4.1-mini,3,1,4,3,0,1,1,0,0,1,1,Testing Prompt: 0.5227550624440173
704786,gpt-4.1-mini,3,2,1,2,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
545047,gpt-4.1-mini,2,1,3,2,0,0,0,1,0,0,1,Testing Prompt: 0.5227550624440173
555531,gpt-4.1-mini,2,2,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
242085,gpt-4.1-mini,3,1,2,3,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
167524,gpt-4.1-mini,3,2,4,3,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
581720,gpt-4.1-mini,4,4,4,4,1,0,1,1,1,1,1,Testing Prompt: 0.5227550624440173
613961,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
573597,gpt-4.1-mini,3,2,1,3,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
242166,gpt-4.1-mini,3,2,4,3,0,1,0,0,0,1,1,Testing Prompt: 0.5227550624440173
706907,gpt-4.1-mini,2,3,1,2,0,0,0,1,1,0,1,Testing Prompt: 0.5227550624440173
274347,gpt-4.1-mini,4,4,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
195235,gpt-4.1-mini,2,3,1,2,0,0,1,0,0,0,1,Testing Prompt: 0.5227550624440173
216965,gpt-4.1-mini,3,3,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
244029,gpt-4.1-mini,3,4,1,3,0,0,1,0,0,0,1,Testing Prompt: 0.5227550624440173
640700,gpt-4.1-mini,2,3,1,2,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
528543,gpt-4.1-mini,3,3,1,3,0,0,0,0,0,1,1,Testing Prompt: 0.5227550624440173
561604,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
613126,gpt-4.1-mini,4,4,4,4,0,0,1,0,1,1,1,Testing Prompt: 0.5227550624440173
293411,gpt-4.1-mini,2,2,2,2,1,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
253693,gpt-4.1-mini,4,3,4,4,0,0,1,0,1,1,1,Testing Prompt: 0.5227550624440173
576254,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
231173,gpt-4.1-mini,4,3,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
217052,gpt-4.1-mini,2,2,1,2,1,1,0,0,0,1,1,Testing Prompt: 0.5227550624440173
238271,gpt-4.1-mini,3,3,4,3,0,0,1,0,0,1,1,Testing Prompt: 0.5227550624440173
184927,gpt-4.1-mini,4,4,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
557524,gpt-4.1-mini,2,1,1,1,0,0,0,1,0,0,1,Testing Prompt: 0.5227550624440173
550903,gpt-4.1-mini,4,3,4,4,0,1,1,0,1,0,1,Testing Prompt: 0.5227550624440173
247781,gpt-4.1-mini,3,4,3,2,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
530371,gpt-4.1-mini,4,3,3,4,0,0,1,1,0,1,1,Testing Prompt: 0.5227550624440173
717614,gpt-4.1-mini,2,1,2,1,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
215108,gpt-4.1-mini,4,3,4,4,0,1,1,0,1,1,1,Testing Prompt: 0.5227550624440173
264262,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
601747,gpt-4.1-mini,1,1,1,1,0,0,0,0,0,0,1,Testing Prompt: 0.5227550624440173
534553,gpt-4.1-mini,3,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.5227550624440173
641013,gpt-4.1-mini,3,3,3,3,0,0,0,0,1,1,1,Testing Prompt: 0.5227550624440173
543229,gpt-4.1-mini,4,3,4,4,0,0,1,0,0,0,1,Testing Prompt: 0.5227550624440173
643006,gpt-4.1-mini,3,3,3,3,0,0,1,0,1,1,1,Testing Prompt: 0.5227550624440173
641013,gpt-4.1-mini,3,3,3,3,0,0,0,0,1,0,2,Testing Prompt: 0.33864799102779874
546578,gpt-4.1-mini,2,1,1,1,0,0,1,0,0,1,2,Testing Prompt: 0.33864799102779874
248896,gpt-4.1-mini,2,3,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.33864799102779874
248235,gpt-4.1-mini,4,4,4,4,0,0,0,1,1,1,2,Testing Prompt: 0.33864799102779874
600843,gpt-4.1-mini,2,1,1,1,0,1,0,0,0,1,2,Testing Prompt: 0.33864799102779874
274347,gpt-4.1-mini,4,4,4,4,0,0,1,0,0,0,2,Testing Prompt: 0.33864799102779874
263413,gpt-4.1-mini,4,4,1,4,0,0,1,0,0,1,2,Testing Prompt: 0.33864799102779874
703584,gpt-4.1-mini,3,1,1,2,0,0,1,0,0,1,2,Testing Prompt: 0.33864799102779874
226773,gpt-4.1-mini,4,3,4,4,0,0,0,0,1,1,2,Testing Prompt: 0.33864799102779874
543229,gpt-4.1-mini,4,3,4,4,0,0,0,0,0,0,2,Testing Prompt: 0.33864799102779874
211283,gpt-4.1-mini,4,4,4,4,0,0,0,0,1,0,2,Testing Prompt: 0.33864799102779874
644531,gpt-4.1-mini,4,3,2,3,0,0,1,0,0,1,2,Testing Prompt: 0.33864799102779874
512243,gpt-4.1-mini,3,1,4,3,0,1,0,0,0,0,2,Testing Prompt: 0.33864799102779874
607920,gpt-4.1-mini,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.33864799102779874
704896,gpt-4.1-mini,3,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.33864799102779874
534553,gpt-4.1-mini,3,2,1,3,0,0,1,0,0,1,2,Testing Prompt: 0.33864799102779874
215179,gpt-4.1-mini,2,1,1,1,0,0,0,0,0,1,2,Testing Prompt: 0.33864799102779874
167524,gpt-4.1-mini,3,1,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.33864799102779874
225577,gpt-4.1-mini,3,3,3,4,0,0,0,0,1,0,2,Testing Prompt: 0.33864799102779874
585389,gpt-4.1-mini,3,1,4,3,0,0,0,0,1,0,2,Testing Prompt: 0.33864799102779874
247482,gpt-4.1-mini,3,4,3,3,0,0,1,1,1,1,2,Testing Prompt: 0.33864799102779874
505194,gpt-4.1-mini,3,3,2,3,0,0,0,0,0,1,2,Testing Prompt: 0.33864799102779874
529099,gpt-4.1-mini,2,2,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.33864799102779874
735055,gpt-4.1-mini,4,3,3,4,0,0,0,0,0,1,2,Testing Prompt: 0.33864799102779874
217400,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.33864799102779874
561604,gpt-4.1-mini,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.33864799102779874
282284,gpt-4.1-mini,4,3,2,3,0,0,0,0,0,1,2,Testing Prompt: 0.33864799102779874
615578,gpt-4.1-mini,4,3,4,4,1,0,1,1,1,1,2,Testing Prompt: 0.33864799102779874
