record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name,Ethnic Responsiveness
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,0,1,0,1,1,Testing Prompt: 0.9443936585066918,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.9443936585066918,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,4,1,0,0,0,0,0,0,1,Testing Prompt: 0.9443936585066918,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,2,3,0,0,0,0,1,1,1,Testing Prompt: 0.9443936585066918,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,0,0,0,0,1,Testing Prompt: 0.9443936585066918,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,3,2,0,0,0,0,1,0,1,Testing Prompt: 0.9443936585066918,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,1,0,1,1,Testing Prompt: 0.9443936585066918,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,1,1,0,0,1,Testing Prompt: 0.9443936585066918,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,0,1,Testing Prompt: 0.9443936585066918,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,0,1,0,1,1,Testing Prompt: 0.9443936585066918,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,0,0,0,1,Testing Prompt: 0.9443936585066918,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,1,0,1,Testing Prompt: 0.9443936585066918,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,2,2,0,0,0,0,0,1,1,Testing Prompt: 0.9443936585066918,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,2,0,0,0,0,0,0,1,Testing Prompt: 0.9443936585066918,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,1,Testing Prompt: 0.9443936585066918,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,1,Testing Prompt: 0.9443936585066918,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,1,1,1,0,0,1,Testing Prompt: 0.9443936585066918,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.9443936585066918,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,1,0,1,1,1,1,1,Testing Prompt: 0.9443936585066918,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,4,0,0,1,1,1,0,1,Testing Prompt: 0.9443936585066918,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,0,1,Testing Prompt: 0.9443936585066918,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,3,4,0,0,0,1,0,1,1,Testing Prompt: 0.9443936585066918,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.9443936585066918,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,2,3,0,0,0,0,0,1,1,Testing Prompt: 0.9443936585066918,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,0,0,0,1,Testing Prompt: 0.9443936585066918,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,1,1,1,1,2,Testing Prompt: 0.4247946209710014,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,3,0,1,1,1,1,1,2,Testing Prompt: 0.4247946209710014,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,0,0,0,1,2,Testing Prompt: 0.4247946209710014,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,1,2,Testing Prompt: 0.4247946209710014,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,0,2,Testing Prompt: 0.4247946209710014,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,1,0,1,0,2,Testing Prompt: 0.4247946209710014,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,1,2,4,2,0,0,0,0,1,1,2,Testing Prompt: 0.4247946209710014,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0,0,2,Testing Prompt: 0.4247946209710014,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,1,2,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.4247946209710014,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,4,2,1,3,0,0,1,1,0,1,2,Testing Prompt: 0.4247946209710014,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,4,2,2,4,0,0,0,0,0,1,2,Testing Prompt: 0.4247946209710014,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,1,0,1,1,1,1,2,Testing Prompt: 0.4247946209710014,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,0,1,2,Testing Prompt: 0.4247946209710014,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,4,2,2,4,0,0,0,1,0,1,2,Testing Prompt: 0.4247946209710014,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,0,1,0,1,2,Testing Prompt: 0.4247946209710014,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,3,3,0,0,0,1,0,1,2,Testing Prompt: 0.4247946209710014,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,3,0,0,1,1,1,1,2,Testing Prompt: 0.4247946209710014,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,1,1,0,2,Testing Prompt: 0.4247946209710014,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,1,2,Testing Prompt: 0.4247946209710014,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,2,2,0,0,0,0,0,1,2,Testing Prompt: 0.4247946209710014,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,2,1,1,0,0,1,0,1,0,2,Testing Prompt: 0.4247946209710014,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.4247946209710014,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,1,0,0,0,0,1,1,2,Testing Prompt: 0.4247946209710014,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,1,0,1,1,1,1,2,Testing Prompt: 0.4247946209710014,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,0,0,1,0,2,Testing Prompt: 0.4247946209710014,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,0,1,1,0,0,2,Testing Prompt: 0.4247946209710014,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,4,0,0,1,1,1,1,2,Testing Prompt: 0.4247946209710014,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,4,3,0,0,0,1,0,0,2,Testing Prompt: 0.4247946209710014,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,2,1,0,0,0,0,1,0,2,Testing Prompt: 0.4247946209710014,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,1,2,0,0,1,1,0,0,2,Testing Prompt: 0.4247946209710014,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,1,2,Testing Prompt: 0.4247946209710014,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,2,4,0,0,1,1,1,0,2,Testing Prompt: 0.4247946209710014,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,2,0,0,0,0,1,1,2,Testing Prompt: 0.4247946209710014,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,1,1,0,2,Testing Prompt: 0.4247946209710014,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,1,2,1,0,1,0,0,1,2,Testing Prompt: 0.4247946209710014,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.4247946209710014,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,0,0,1,2,Testing Prompt: 0.4247946209710014,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,2,0,0,0,1,0,0,2,Testing Prompt: 0.4247946209710014,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,1,1,0,0,0,2,Testing Prompt: 0.4247946209710014,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,1,2,0,0,1,1,1,1,3,Testing Prompt: 0.280789026686459,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,3,1,0,0,1,1,1,0,3,Testing Prompt: 0.280789026686459,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,1,0,0,0,0,3,Testing Prompt: 0.280789026686459,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,4,2,0,0,0,0,1,1,3,Testing Prompt: 0.280789026686459,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,0,0,3,Testing Prompt: 0.280789026686459,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,0,1,0,3,Testing Prompt: 0.280789026686459,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,3,0,0,1,1,1,1,3,Testing Prompt: 0.280789026686459,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,0,1,0,0,3,Testing Prompt: 0.280789026686459,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,1,0,1,3,Testing Prompt: 0.280789026686459,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,1,0,1,1,1,1,3,Testing Prompt: 0.280789026686459,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,0,0,0,1,3,Testing Prompt: 0.280789026686459,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,1,1,0,0,0,3,Testing Prompt: 0.280789026686459,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,0,3,Testing Prompt: 0.280789026686459,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.280789026686459,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,2,0,0,0,1,0,0,3,Testing Prompt: 0.280789026686459,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,1,3,0,0,0,1,0,1,3,Testing Prompt: 0.280789026686459,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,1,0,1,0,1,3,Testing Prompt: 0.280789026686459,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,0,0,0,0,3,Testing Prompt: 0.280789026686459,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,1,4,0,0,1,1,1,0,3,Testing Prompt: 0.280789026686459,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.280789026686459,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,3,Testing Prompt: 0.280789026686459,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,2,0,0,1,0,0,1,3,Testing Prompt: 0.280789026686459,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,1,3,Testing Prompt: 0.280789026686459,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,3,4,0,0,1,1,0,1,3,Testing Prompt: 0.280789026686459,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,1,3,Testing Prompt: 0.280789026686459,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,3,0,0,0,0,1,1,3,Testing Prompt: 0.280789026686459,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,1,4,0,0,1,1,1,0,3,Testing Prompt: 0.280789026686459,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,4,1,0,0,0,0,1,0,3,Testing Prompt: 0.280789026686459,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,1,1,0,1,3,Testing Prompt: 0.280789026686459,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,4,0,1,0,1,1,1,3,Testing Prompt: 0.280789026686459,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,2,4,0,0,1,1,0,0,3,Testing Prompt: 0.280789026686459,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,4,0,0,0,1,1,1,3,Testing Prompt: 0.280789026686459,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,3,1,0,1,1,0,0,3,Testing Prompt: 0.280789026686459,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,2,0,0,1,1,0,0,3,Testing Prompt: 0.280789026686459,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,4,0,1,1,1,0,0,3,Testing Prompt: 0.280789026686459,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,4,1,2,4,0,0,0,1,0,1,3,Testing Prompt: 0.280789026686459,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,0,0,1,1,0,3,Testing Prompt: 0.280789026686459,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.280789026686459,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,4,4,1,0,1,1,1,1,3,Testing Prompt: 0.280789026686459,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.8203281293381645,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,0,1,0,1,4,Testing Prompt: 0.8203281293381645,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,1,2,4,1,0,0,0,0,1,0,4,Testing Prompt: 0.8203281293381645,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,1,0,1,1,1,1,4,Testing Prompt: 0.8203281293381645,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,2,0,0,0,1,0,1,4,Testing Prompt: 0.8203281293381645,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.8203281293381645,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,1,2,1,0,1,1,0,1,4,Testing Prompt: 0.8203281293381645,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.8203281293381645,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,0,4,Testing Prompt: 0.8203281293381645,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,1,4,0,0,1,1,1,0,4,Testing Prompt: 0.8203281293381645,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,1,1,0,4,Testing Prompt: 0.8203281293381645,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,1,1,1,0,0,4,Testing Prompt: 0.8203281293381645,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,2,4,1,2,0,0,0,1,0,1,4,Testing Prompt: 0.8203281293381645,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,1,1,1,1,4,Testing Prompt: 0.8203281293381645,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,1,2,0,0,0,0,1,1,4,Testing Prompt: 0.8203281293381645,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,3,2,0,0,0,0,1,0,4,Testing Prompt: 0.8203281293381645,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,0,1,0,0,4,Testing Prompt: 0.8203281293381645,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,0,0,1,0,0,4,Testing Prompt: 0.8203281293381645,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,0,1,0,1,4,Testing Prompt: 0.8203281293381645,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,0,1,4,Testing Prompt: 0.8203281293381645,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1.0,1,4,Testing Prompt: 0.8203281293381645,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,4,3,0,0,1,1,,1,4,Testing Prompt: 0.8203281293381645,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,2,0,0,1,0,0.0,0,4,Testing Prompt: 0.8203281293381645,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,1,1,0.0,1,4,Testing Prompt: 0.8203281293381645,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,4,3,0,1,0,1,1.0,1,4,Testing Prompt: 0.8203281293381645,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,1,0,0.0,0,4,Testing Prompt: 0.8203281293381645,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0.0,0,4,Testing Prompt: 0.8203281293381645,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,4,3,0,1,1,1,0.0,0,4,Testing Prompt: 0.8203281293381645,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,0,0,1.0,0,4,Testing Prompt: 0.8203281293381645,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0.0,0,4,Testing Prompt: 0.8203281293381645,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1.0,0,4,Testing Prompt: 0.8203281293381645,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,3,0,0,1,1,1.0,1,4,Testing Prompt: 0.8203281293381645,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,4,3,0,0,0,1,0.0,1,4,Testing Prompt: 0.8203281293381645,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,0,1,0.0,0,4,Testing Prompt: 0.8203281293381645,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,1,0.0,0,4,Testing Prompt: 0.8203281293381645,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,1,4,0,0,1,1,1.0,0,4,Testing Prompt: 0.8203281293381645,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,2,0,0,0,1,0.0,1,4,Testing Prompt: 0.8203281293381645,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,4,3,0,0,1,1,1.0,0,4,Testing Prompt: 0.8203281293381645,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,4,1,4,4,0,0,1,1,0.0,1,4,Testing Prompt: 0.8203281293381645,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,1,5,Testing Prompt: 0.04524314567638876,
