record_id,Scorer Name,Goal Orientation,Engaging with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name
184927,gpt-5,4,4,3,4,0,0,1,1,0,1,0,Testing Prompt: 0.31654922945131825
264344,gpt-5,3,3,3,4,0,0,1,0,0,1,0,Testing Prompt: 0.31654922945131825
238025,gpt-5,4,4,1,4,0,0,1,0,0,0,0,Testing Prompt: 0.31654922945131825
190056,gpt-5,2,1,3,2,1,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
644531,gpt-5,3,4,3,4,0,0,1,0,0,1,0,Testing Prompt: 0.31654922945131825
174997,gpt-5,2,1,3,3,0,0,0,1,0,0,0,Testing Prompt: 0.31654922945131825
216965,gpt-5,3,4,1,3,0,0,1,0,0,1,0,Testing Prompt: 0.31654922945131825
564167,gpt-5,4,4,1,4,1,0,1,1,1,1,0,Testing Prompt: 0.31654922945131825
248731,gpt-5,2,3,4,3,0,0,1,0,1,1,0,Testing Prompt: 0.31654922945131825
207845,gpt-5,2,4,3,2,1,0,0,1,0,1,0,Testing Prompt: 0.31654922945131825
291285,gpt-5,4,4,3,4,0,0,1,1,1,1,0,Testing Prompt: 0.31654922945131825
545047,gpt-5,2,4,3,2,0,0,0,1,0,0,0,Testing Prompt: 0.31654922945131825
706907,gpt-5,2,3,3,3,0,0,1,0,1,1,0,Testing Prompt: 0.31654922945131825
588075,gpt-5,2,2,3,3,0,0,0,0,0,0,0,Testing Prompt: 0.31654922945131825
207524,gpt-5,3,4,3,4,0,0,1,0,0,0,0,Testing Prompt: 0.31654922945131825
575601,gpt-5,2,4,3,2,0,0,1,0,0,1,0,Testing Prompt: 0.31654922945131825
558582,gpt-5,2,1,3,2,0,0,0,0,1,1,0,Testing Prompt: 0.31654922945131825
534553,gpt-5,4,4,1,4,0,0,1,1,0,0,0,Testing Prompt: 0.31654922945131825
274347,gpt-5,4,4,4,4,0,0,1,0,0,1,0,Testing Prompt: 0.31654922945131825
546868,gpt-5,2,3,3,3,0,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
704786,gpt-5,4,4,1,3,0,0,1,1,0,0,0,Testing Prompt: 0.31654922945131825
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
601747,gpt-5,1,1,1,2,0,0,0,0,1,0,0,Testing Prompt: 0.31654922945131825
585389,gpt-5,2,1,3,2,0,0,0,0,1,1,0,Testing Prompt: 0.31654922945131825
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,0,Testing Prompt: 0.31654922945131825
524784,gpt-5,3,3,1,4,0,0,1,0,1,1,0,Testing Prompt: 0.31654922945131825
700128,gpt-5,2,3,4,1,0,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
704896,gpt-5,2,2,1,3,0,0,0,1,0,1,0,Testing Prompt: 0.31654922945131825
600843,gpt-5,2,3,3,2,0,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
225646,gpt-5,3,3,3,3,0,0,1,1,0,1,0,Testing Prompt: 0.31654922945131825
643006,gpt-5,3,3,3,3,0,0,1,0,1,1,0,Testing Prompt: 0.31654922945131825
506571,gpt-5,3,4,3,4,0,0,1,1,0,0,0,Testing Prompt: 0.31654922945131825
525710,gpt-5,4,4,3,4,0,0,1,1,1,1,0,Testing Prompt: 0.31654922945131825
215108,gpt-5,3,3,3,3,1,0,1,0,1,1,0,Testing Prompt: 0.31654922945131825
557524,gpt-5,2,1,2,2,0,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
247781,gpt-5,2,4,4,3,0,0,0,0,0,1,0,Testing Prompt: 0.31654922945131825
735055,gpt-5,2,4,3,3,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
613126,gpt-5,4,4,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
534553,gpt-5,2,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
591948,gpt-5,3,3,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
184927,gpt-5,3,4,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.35446354348121256
247781,gpt-5,2,4,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
248235,gpt-5,3,4,3,3,0,1,1,0,0,1,1,Testing Prompt: 0.35446354348121256
167524,gpt-5,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
580333,gpt-5,2,1,3,2,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
524784,gpt-5,3,2,3,4,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
528543,gpt-5,2,3,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
556668,gpt-5,2,1,4,2,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
576254,gpt-5,2,3,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
564167,gpt-5,3,4,1,3,1,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
641013,gpt-5,2,2,3,2,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
231173,gpt-5,4,4,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
551252,gpt-5,2,3,3,2,0,1,0,1,1,1,1,Testing Prompt: 0.35446354348121256
704786,gpt-5,3,4,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
561604,gpt-5,2,3,1,3,0,0,0,1,0,0,1,Testing Prompt: 0.35446354348121256
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
534868,gpt-5,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
249730,gpt-5,2,1,3,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
274347,gpt-5,4,4,4,4,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
232366,gpt-5,2,3,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
247482,gpt-5,2,3,4,3,0,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
217400,gpt-5,2,1,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
225581,gpt-5,4,4,1,4,1,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
590085,gpt-5,3,3,1,4,0,0,1,1,1,0,1,Testing Prompt: 0.35446354348121256
506571,gpt-5,3,4,3,4,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
600997,gpt-5,4,4,3,4,0,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
226773,gpt-5,2,2,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
717614,gpt-5,2,2,3,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
630563,gpt-5,2,3,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
543229,gpt-5,3,3,3,3,0,0,0,1,0,1,1,Testing Prompt: 0.35446354348121256
264478,gpt-5,2,3,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
525710,gpt-5,3,4,3,3,0,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
546868,gpt-5,2,3,3,3,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
188529,gpt-5,2,3,1,2,0,0,1,0,1,0,1,Testing Prompt: 0.35446354348121256
703584,gpt-5,2,1,1,1,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
264344,gpt-5,3,2,3,3,0,0,1,0,0,0,1,Testing Prompt: 0.35446354348121256
601747,gpt-5,1,1,1,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
613961,gpt-5,4,4,1,4,0,0,1,1,0,1,1,Testing Prompt: 0.35446354348121256
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
588075,gpt-5,2,2,3,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
511739,gpt-5,2,1,1,1,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
530371,gpt-5,4,4,3,4,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
257325,gpt-5,4,4,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
242085,gpt-5,3,2,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
550903,gpt-5,3,3,4,4,1,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
632387,gpt-5,2,2,3,2,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
253693,gpt-5,2,1,4,3,0,0,0,0,1,0,1,Testing Prompt: 0.35446354348121256
200051,gpt-5,3,3,1,3,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
238025,gpt-5,4,4,1,4,0,0,1,0,0,0,1,Testing Prompt: 0.35446354348121256
257040,gpt-5,3,2,4,3,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
208682,gpt-5,2,1,3,3,0,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
216965,gpt-5,3,4,1,3,0,1,0,0,0,1,1,Testing Prompt: 0.35446354348121256
573597,gpt-5,3,3,1,4,0,0,1,0,1,0,1,Testing Prompt: 0.35446354348121256
207524,gpt-5,3,4,3,3,0,0,1,0,1,0,1,Testing Prompt: 0.35446354348121256
600843,gpt-5,2,2,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
546578,gpt-5,3,2,1,2,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
266177,gpt-5,2,2,4,3,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
615578,gpt-5,4,3,3,4,1,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
700128,gpt-5,1,3,4,1,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
581720,gpt-5,4,4,3,4,1,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
190056,gpt-5,2,1,3,2,1,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
248731,gpt-5,3,4,4,4,0,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
225646,gpt-5,3,3,3,3,0,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
614816,gpt-5,2,1,4,3,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
174997,gpt-5,2,1,3,2,0,0,0,1,0,0,1,Testing Prompt: 0.35446354348121256
218810,gpt-5,2,2,4,2,0,0,1,1,0,1,1,Testing Prompt: 0.35446354348121256
643006,gpt-5,4,4,3,4,0,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
242166,gpt-5,2,1,3,2,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
584423,gpt-5,2,3,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
263864,gpt-5,3,3,1,4,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
240687,gpt-5,2,4,3,3,0,0,1,0,1,0,1,Testing Prompt: 0.35446354348121256
244029,gpt-5,3,4,3,4,0,0,1,0,1,0,1,Testing Prompt: 0.35446354348121256
706907,gpt-5,2,2,3,3,0,0,1,0,1,0,1,Testing Prompt: 0.35446354348121256
219176,gpt-5,4,4,3,4,0,1,1,1,1,0,1,Testing Prompt: 0.35446354348121256
704896,gpt-5,2,1,1,2,0,0,0,1,0,0,1,Testing Prompt: 0.35446354348121256
291285,gpt-5,4,4,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.35446354348121256
585389,gpt-5,2,1,3,2,0,0,0,0,1,0,1,Testing Prompt: 0.35446354348121256
207845,gpt-5,2,3,3,2,1,0,0,1,1,1,1,Testing Prompt: 0.35446354348121256
640700,gpt-5,3,3,1,4,0,0,1,1,0,0,1,Testing Prompt: 0.35446354348121256
545047,gpt-5,2,3,3,2,0,0,0,1,0,1,1,Testing Prompt: 0.35446354348121256
505194,gpt-5,2,2,3,3,0,0,0,0,1,0,1,Testing Prompt: 0.35446354348121256
263413,gpt-5,4,4,4,4,0,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
211179,gpt-5,2,1,1,3,0,0,0,1,0,0,1,Testing Prompt: 0.35446354348121256
575601,gpt-5,3,3,3,2,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
529099,gpt-5,2,1,3,3,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
557524,gpt-5,2,1,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
195235,gpt-5,3,2,4,2,0,0,1,0,0,1,1,Testing Prompt: 0.35446354348121256
529141,gpt-5,2,1,3,1,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
512243,gpt-5,2,1,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
505173,gpt-5,3,3,4,4,0,0,0,1,1,1,1,Testing Prompt: 0.35446354348121256
601728,gpt-5,2,3,1,2,0,0,0,0,1,0,1,Testing Prompt: 0.35446354348121256
293411,gpt-5,2,1,1,2,1,1,0,0,0,1,1,Testing Prompt: 0.35446354348121256
238271,gpt-5,3,1,4,4,0,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
248896,gpt-5,2,3,3,3,0,0,0,0,0,0,1,Testing Prompt: 0.35446354348121256
555531,gpt-5,3,3,1,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
561983,gpt-5,3,4,1,4,1,0,1,1,1,1,1,Testing Prompt: 0.35446354348121256
644531,gpt-5,2,3,3,3,0,0,1,1,0,1,1,Testing Prompt: 0.35446354348121256
217052,gpt-5,1,1,3,1,0,1,0,0,0,1,1,Testing Prompt: 0.35446354348121256
211283,gpt-5,2,3,4,3,0,0,0,0,1,1,1,Testing Prompt: 0.35446354348121256
215108,gpt-5,4,3,4,4,0,0,1,0,1,1,1,Testing Prompt: 0.35446354348121256
172253,gpt-5,2,3,4,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
607920,gpt-5,2,1,3,3,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
282284,gpt-5,2,2,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
586617,gpt-5,4,4,4,4,0,0,1,1,0,1,1,Testing Prompt: 0.35446354348121256
225577,gpt-5,2,3,4,3,0,0,0,0,1,0,1,Testing Prompt: 0.35446354348121256
558582,gpt-5,1,1,3,2,0,0,0,0,0,1,1,Testing Prompt: 0.35446354348121256
505173,gpt-5,2,3,4,3,0,0,0,1,1,1,2,Testing Prompt: 0.5764853477226671
529099,gpt-5,2,2,3,3,0,0,0,0,1,0,2,Testing Prompt: 0.5764853477226671
584423,gpt-5,2,3,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
242085,gpt-5,3,2,1,2,0,0,1,1,0,0,2,Testing Prompt: 0.5764853477226671
238271,gpt-5,3,2,4,4,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
585389,gpt-5,2,2,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
506571,gpt-5,4,3,3,4,0,0,1,1,0,0,2,Testing Prompt: 0.5764853477226671
207845,gpt-5,2,4,3,2,1,0,0,1,1,1,2,Testing Prompt: 0.5764853477226671
556668,gpt-5,2,2,4,2,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
219176,gpt-5,4,4,3,4,0,1,1,0,1,0,2,Testing Prompt: 0.5764853477226671
264478,gpt-5,2,2,4,3,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
248235,gpt-5,3,4,3,3,0,1,1,0,0,1,2,Testing Prompt: 0.5764853477226671
581720,gpt-5,4,4,3,3,1,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
264344,gpt-5,4,4,3,3,0,0,1,0,0,0,2,Testing Prompt: 0.5764853477226671
632387,gpt-5,2,2,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
232366,gpt-5,3,3,1,2,0,0,1,0,0,0,2,Testing Prompt: 0.5764853477226671
543229,gpt-5,3,2,3,4,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
530371,gpt-5,4,2,2,4,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
575601,gpt-5,3,4,3,2,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
247482,gpt-5,2,3,4,2,0,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
607920,gpt-5,2,1,1,3,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
557524,gpt-5,2,1,2,3,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
240687,gpt-5,1,3,3,3,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
561983,gpt-5,3,3,1,4,1,0,0,1,1,1,2,Testing Prompt: 0.5764853477226671
225646,gpt-5,3,3,3,4,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
630563,gpt-5,2,4,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
225577,gpt-5,3,3,4,4,0,0,0,0,1,0,2,Testing Prompt: 0.5764853477226671
293411,gpt-5,2,1,3,2,1,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
546578,gpt-5,3,2,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
216965,gpt-5,3,4,2,3,0,1,0,0,0,1,2,Testing Prompt: 0.5764853477226671
525710,gpt-5,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
580333,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
190056,gpt-5,2,1,3,2,1,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
591948,gpt-5,3,3,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
601728,gpt-5,2,3,1,3,0,0,0,0,1,0,2,Testing Prompt: 0.5764853477226671
534553,gpt-5,3,3,1,3,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
550903,gpt-5,3,3,3,3,0,1,1,0,1,1,2,Testing Prompt: 0.5764853477226671
218810,gpt-5,2,1,1,2,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
249730,gpt-5,2,1,3,1,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
511739,gpt-5,1,1,1,1,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
613961,gpt-5,3,3,1,3,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
208682,gpt-5,2,1,4,2,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
576254,gpt-5,2,3,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
704786,gpt-5,3,4,1,2,0,0,1,1,0,0,2,Testing Prompt: 0.5764853477226671
545047,gpt-5,3,3,3,2,0,0,0,1,0,0,2,Testing Prompt: 0.5764853477226671
704896,gpt-5,2,2,1,3,0,0,0,1,0,0,2,Testing Prompt: 0.5764853477226671
217052,gpt-5,1,1,2,1,0,1,0,0,0,1,2,Testing Prompt: 0.5764853477226671
172253,gpt-5,2,3,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
735055,gpt-5,3,4,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
573597,gpt-5,3,4,1,3,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
524784,gpt-5,3,3,3,4,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
211283,gpt-5,2,3,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
