record_id,Scorer Name,Goal Orientation,Confidence Score for Goal Orientation,Engagement with Evidence,Confidence Score for Engagement with Evidence,Collaborative Decision-Making,Confidence Score for Collaborative Decision-Making,Strategic Planning,Confidence Score for Strategic Planning,Cultural Responsiveness,Confidence Score for Cultural Responsiveness,Parent/Community Engagement,Confidence Score for Parent/Community Engagement,Academic Achievement,Confidence Score for Academic Achievement,Candidate Experience/Expertise,Confidence Score for Candidate Experience/Expertise,Evaluation,Confidence Score for Evaluation,School Culture Fit,Confidence Score for School Culture Fit,call_number,prompt_name,codebook_type
505173,gpt-5,3,0.76,4,0.78,4,0.9,4,0.82,0,0.98,0,0.99,0,0.86,1,0.88,1,0.86,1,0.88,0,Testing Prompt: 0.5063060237676648,examples
529141,gpt-5,2,0.85,1,0.95,3,0.88,2,0.76,0,0.99,0,0.99,0,0.97,0,0.98,0,0.96,0,0.95,0,Testing Prompt: 0.5063060237676648,examples
614816,gpt-5,2,0.74,3,0.67,4,0.91,3,0.84,0,0.98,0,0.99,0,0.94,0,0.96,1,0.92,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
586617,gpt-5,3,0.73,2,0.62,4,0.86,3,0.68,0,0.95,0,0.98,1,0.84,1,0.86,1,0.78,0,0.7,0,Testing Prompt: 0.5063060237676648,examples
600843,gpt-5,2,0.82,3,0.69,3,0.74,2,0.69,0,0.97,0,0.83,0,0.95,0,0.96,0,0.88,0,0.8,0,Testing Prompt: 0.5063060237676648,examples
601747,gpt-5,2,0.76,1,0.9,1,0.86,2,0.68,0,0.99,0,0.99,0,0.96,0,0.98,1,0.78,0,0.98,0,Testing Prompt: 0.5063060237676648,examples
575601,gpt-5,3,0.77,4,0.84,3,0.78,2,0.66,0,0.98,0,0.99,1,0.78,0,0.94,0,0.88,0,0.78,0,Testing Prompt: 0.5063060237676648,examples
615578,gpt-5,4,0.85,3,0.74,3,0.82,4,0.86,1,0.89,0,0.99,1,0.92,1,0.88,1,0.87,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
706907,gpt-5,2,0.83,3,0.71,1,0.82,3,0.75,0,0.98,0,0.99,1,0.76,0,0.97,1,0.86,1,0.74,0,Testing Prompt: 0.5063060237676648,examples
573597,gpt-5,4,0.88,4,0.86,1,0.88,4,0.87,0,0.92,0,0.98,1,0.92,0,0.86,1,0.9,1,0.84,0,Testing Prompt: 0.5063060237676648,examples
630563,gpt-5,2,0.82,4,0.83,3,0.79,2,0.67,0,0.98,0,0.93,0,0.96,0,0.96,0,0.95,0,0.66,0,Testing Prompt: 0.5063060237676648,examples
628747,gpt-5,2,0.7,1,0.7,3,0.75,2,0.6,0,0.95,0,0.95,0,0.9,0,0.95,0,0.9,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
703584,gpt-5,3,0.75,1,0.85,1,0.65,2,0.7,0,0.95,0,0.95,1,0.85,0,0.95,1,0.7,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
534553,gpt-5,3,0.7,3,0.7,1,0.9,4,0.65,0,0.95,0,0.95,1,0.9,1,0.85,0,0.95,0,0.9,0,Testing Prompt: 0.5063060237676648,examples
217400,gpt-5,3,0.75,1,0.95,3,0.75,2,0.7,0,0.95,0,0.95,0,0.7,0,0.95,0,0.95,0,0.8,0,Testing Prompt: 0.5063060237676648,examples
207845,gpt-5,2,0.7,4,0.8,3,0.75,2,0.7,1,0.95,0,0.95,0,0.85,1,0.85,1,0.8,0,0.7,0,Testing Prompt: 0.5063060237676648,examples
600997,gpt-5,4,0.85,4,0.9,1,0.65,4,0.9,0,0.95,0,0.95,1,0.9,1,0.9,1,0.9,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
643006,gpt-5,3,0.8,3,0.75,3,0.85,4,0.75,0,0.95,0,0.95,1,0.85,0,0.95,1,0.85,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
263864,gpt-5,3,0.8,3,0.85,1,0.85,4,0.8,0,0.95,0,0.95,0,0.75,0,0.95,0,0.9,1,0.8,0,Testing Prompt: 0.5063060237676648,examples
218810,gpt-5,2,0.72,1,0.86,4,0.67,2,0.64,0,0.93,0,0.95,1,0.78,1,0.92,0,0.78,0,0.8,0,Testing Prompt: 0.5063060237676648,examples
557524,gpt-5,2,0.7,1,0.78,3,0.72,2,0.66,0,0.95,0,0.96,0,0.88,0,0.84,1,0.57,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
524784,gpt-5,3,0.74,3,0.72,3,0.78,4,0.8,0,0.94,0,0.96,0,0.7,0,0.85,0,0.86,1,0.83,0,Testing Prompt: 0.5063060237676648,examples
200051,gpt-5,3,0.82,4,0.76,1,0.88,3,0.78,0,0.96,0,0.96,1,0.92,1,0.74,0,0.86,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
561604,gpt-5,2,0.78,2,0.62,1,0.92,2,0.74,0,0.96,0,0.97,0,0.92,1,0.9,0,0.93,0,0.93,0,Testing Prompt: 0.5063060237676648,examples
238025,gpt-5,4,0.84,4,0.86,1,0.74,4,0.88,0,0.95,0,0.96,1,0.94,0,0.86,0,0.9,1,0.68,0,Testing Prompt: 0.5063060237676648,examples
700128,gpt-5,2,0.82,3,0.74,4,0.84,1,0.88,0,0.95,0,0.96,0,0.95,0,0.95,0,0.95,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
190056,gpt-5,2,0.76,2,0.72,3,0.78,2,0.68,1,0.86,0,0.96,0,0.9,0,0.92,0,0.92,1,0.83,0,Testing Prompt: 0.5063060237676648,examples
561983,gpt-5,2,0.68,3,0.7,1,0.86,2,0.64,1,0.82,0,0.95,0,0.7,1,0.93,1,0.85,1,0.78,0,Testing Prompt: 0.5063060237676648,examples
231173,gpt-5,4,0.78,4,0.78,4,0.82,3,0.62,0,0.9,1,0.76,1,0.87,0,0.92,0,0.92,1,0.8,0,Testing Prompt: 0.5063060237676648,examples
282284,gpt-5,2,0.88,2,0.78,3,0.7,2,0.72,0,0.94,0,0.95,0,0.94,0,0.96,0,0.96,0,0.74,0,Testing Prompt: 0.5063060237676648,examples
257040,gpt-5,2,0.7,2,0.74,3,0.86,2,0.66,0,0.95,0,0.96,1,0.83,0,0.95,0,0.92,1,0.81,0,Testing Prompt: 0.5063060237676648,examples
232366,gpt-5,3,0.66,3,0.62,1,0.92,3,0.64,0,0.96,0,0.97,1,0.84,0,0.96,0,0.95,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
555531,gpt-5,2,0.7,2,0.64,1,0.93,2,0.74,0,0.96,0,0.97,0,0.95,0,0.96,0,0.95,0,0.9,0,Testing Prompt: 0.5063060237676648,examples
511739,gpt-5,2,0.78,1,0.96,1,0.94,1,0.95,0,0.98,0,0.98,0,0.98,0,0.98,0,0.98,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
585389,gpt-5,2,0.78,2,0.74,3,0.92,2,0.82,0,0.96,0,0.97,0,0.94,0,0.96,1,0.93,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
242085,gpt-5,2,0.7,1,0.9,1,0.9,2,0.6,0,0.95,0,0.95,1,0.7,1,0.85,0,0.9,0,0.75,0,Testing Prompt: 0.5063060237676648,examples
216965,gpt-5,3,0.75,4,0.85,1,0.8,3,0.75,0,0.95,1,0.7,0,0.75,0,0.85,0,0.95,1,0.8,0,Testing Prompt: 0.5063060237676648,examples
505194,gpt-5,2,0.7,2,0.75,3,0.85,2,0.7,0,0.95,0,0.95,0,0.85,0,0.85,0,0.75,0,0.75,0,Testing Prompt: 0.5063060237676648,examples
184927,gpt-5,4,0.85,4,0.9,4,0.85,4,0.85,0,0.95,0,0.95,1,0.9,1,0.85,0,0.85,1,0.8,0,Testing Prompt: 0.5063060237676648,examples
238271,gpt-5,2,0.75,1,0.95,4,0.85,3,0.75,0,0.95,0,0.95,1,0.85,0,0.9,1,0.65,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
172253,gpt-5,2,0.7,3,0.85,4,0.85,1,0.85,0,0.95,0,0.95,0,0.95,0,0.95,0,0.95,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
167524,gpt-5,2,0.8,1,0.95,1,0.75,1,0.85,0,0.95,0,0.95,0,0.95,0,0.95,0,0.95,1,0.75,0,Testing Prompt: 0.5063060237676648,examples
546578,gpt-5,2,0.75,2,0.8,1,0.9,2,0.7,0,0.95,0,0.95,0,0.85,0,0.95,0,0.95,0,0.85,0,Testing Prompt: 0.5063060237676648,examples
543094,gpt-5,3,0.8,4,0.85,4,0.8,2,0.6,0,0.9,0,0.95,1,0.7,0,0.95,0,0.9,0,0.85,0,Testing Prompt: 0.5063060237676648,examples
735055,gpt-5,3,0.7,3,0.7,3,0.7,3,0.7,0,0.95,0,0.95,0,0.9,0,0.9,0,0.95,0,0.85,0,Testing Prompt: 0.5063060237676648,examples
264262,gpt-5,2,0.85,1,0.9,1,0.9,2,0.8,0,0.95,0,0.95,0,0.95,0,0.95,0,0.95,0,0.95,0,Testing Prompt: 0.5063060237676648,examples
240687,gpt-5,2,0.7,3,0.65,3,0.8,3,0.7,0,0.95,0,0.95,1,0.6,0,0.9,1,0.8,1,0.6,0,Testing Prompt: 0.5063060237676648,examples
550903,gpt-5,3,0.75,3,0.7,4,0.85,4,0.8,1,0.8,0,0.7,1,0.8,0,0.9,1,0.9,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
253693,gpt-5,3,0.7,1,0.85,4,0.85,3,0.65,0,0.95,0,0.95,0,0.9,0,0.95,1,0.9,0,0.85,0,Testing Prompt: 0.5063060237676648,examples
534868,gpt-5,2,0.7,1,0.95,3,0.7,1,0.8,0,0.95,0,0.95,0,0.95,0,0.95,0,0.95,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
551252,gpt-5,4,0.6,2,0.75,4,0.85,3,0.75,0,0.95,0,0.7,1,0.7,1,0.85,1,0.9,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
529099,gpt-5,2,0.64,2,0.58,3,0.7,2,0.6,0,0.95,0,0.95,0,0.9,0,0.9,0,0.75,0,0.7,0,Testing Prompt: 0.5063060237676648,examples
576254,gpt-5,2,0.68,3,0.78,1,0.85,2,0.66,0,0.97,0,0.97,0,0.88,0,0.92,0,0.9,0,0.88,0,Testing Prompt: 0.5063060237676648,examples
264478,gpt-5,2,0.7,2,0.74,3,0.76,2,0.64,0,0.96,0,0.96,0,0.92,0,0.92,0,0.92,0,0.75,0,Testing Prompt: 0.5063060237676648,examples
257325,gpt-5,3,0.62,4,0.8,4,0.86,3,0.58,0,0.96,0,0.96,0,0.85,0,0.9,0,0.92,0,0.78,0,Testing Prompt: 0.5063060237676648,examples
195235,gpt-5,3,0.6,2,0.66,3,0.82,2,0.66,0,0.97,0,0.97,1,0.78,0,0.92,0,0.94,0,0.9,0,Testing Prompt: 0.5063060237676648,examples
590085,gpt-5,3,0.78,4,0.86,1,0.9,4,0.82,0,0.97,0,0.97,1,0.9,1,0.9,1,0.88,0,0.86,0,Testing Prompt: 0.5063060237676648,examples
640700,gpt-5,3,0.74,3,0.82,1,0.92,4,0.78,0,0.97,0,0.97,1,0.9,1,0.88,0,0.92,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
211179,gpt-5,2,0.72,1,0.86,1,0.9,2,0.74,0,0.97,0,0.97,0,0.78,1,0.88,0,0.94,0,0.94,0,Testing Prompt: 0.5063060237676648,examples
530371,gpt-5,4,0.78,4,0.72,1,0.73,4,0.82,0,0.95,0,0.95,1,0.86,1,0.88,0,0.86,0,0.86,0,Testing Prompt: 0.5063060237676648,examples
247482,gpt-5,2,0.74,3,0.78,4,0.84,2,0.71,0,0.96,0,0.93,1,0.87,0,0.78,1,0.9,0,0.84,0,Testing Prompt: 0.5063060237676648,examples
584423,gpt-5,2,0.76,3,0.7,4,0.88,2,0.63,0,0.97,0,0.96,0,0.94,0,0.95,0,0.95,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
274347,gpt-5,4,0.9,4,0.9,4,0.9,4,0.86,0,0.97,0,0.97,1,0.92,0,0.9,0,0.92,0,0.9,0,Testing Prompt: 0.5063060237676648,examples
219176,gpt-5,4,0.88,4,0.86,3,0.82,4,0.88,0,0.97,1,0.86,1,0.93,1,0.92,1,0.89,0,0.91,0,Testing Prompt: 0.5063060237676648,examples
215108,gpt-5,3,0.74,3,0.72,3,0.76,3,0.76,0,0.97,0,0.97,1,0.8,0,0.89,0,0.91,1,0.84,0,Testing Prompt: 0.5063060237676648,examples
632387,gpt-5,2,0.78,2,0.77,3,0.82,2,0.74,0,0.98,0,0.97,0,0.95,0,0.95,0,0.95,0,0.95,0,Testing Prompt: 0.5063060237676648,examples
591948,gpt-5,3,0.79,3,0.82,3,0.78,2,0.76,0,0.98,0,0.98,0,0.92,0,0.93,0,0.93,0,0.93,0,Testing Prompt: 0.5063060237676648,examples
217052,gpt-5,2,0.62,1,0.9,3,0.78,1,0.78,0,0.95,1,0.84,0,0.95,0,0.95,0,0.95,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
607920,gpt-5,2,0.78,1,0.96,3,0.74,3,0.7,0,0.96,0,0.96,0,0.92,0,0.96,0,0.96,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
543229,gpt-5,2,0.68,1,0.92,3,0.8,3,0.76,0,0.96,0,0.96,1,0.78,0,0.88,0,0.92,1,0.82,0,Testing Prompt: 0.5063060237676648,examples
225577,gpt-5,2,0.74,3,0.78,4,0.78,2,0.74,0,0.96,0,0.96,0,0.92,0,0.92,1,0.86,0,0.88,0,Testing Prompt: 0.5063060237676648,examples
581720,gpt-5,4,0.88,4,0.88,3,0.86,4,0.82,1,0.86,0,0.96,1,0.9,0,0.9,0,0.92,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
613126,gpt-5,4,0.86,4,0.88,4,0.84,3,0.78,0,0.94,0,0.94,1,0.9,0,0.9,0,0.9,1,0.9,0,Testing Prompt: 0.5063060237676648,examples
263413,gpt-5,4,0.76,4,0.86,3,0.78,4,0.78,0,0.94,0,0.94,1,0.9,0,0.74,1,0.84,1,0.8,0,Testing Prompt: 0.5063060237676648,examples
215179,gpt-5,2,0.78,1,0.96,3,0.76,2,0.72,0,0.96,0,0.96,0,0.94,0,0.94,0,0.94,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
704896,gpt-5,2,0.66,1,0.78,1,0.86,3,0.63,0,0.95,0,0.97,0,0.92,1,0.93,0,0.95,0,0.88,0,Testing Prompt: 0.5063060237676648,examples
249730,gpt-5,2,0.7,1,0.86,3,0.78,2,0.64,0,0.98,0,0.98,0,0.9,0,0.97,0,0.97,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
248731,gpt-5,3,0.64,3,0.82,4,0.88,4,0.72,0,0.98,0,0.99,1,0.78,0,0.95,1,0.76,1,0.78,0,Testing Prompt: 0.5063060237676648,examples
528543,gpt-5,4,0.8,4,0.78,1,0.78,4,0.76,0,0.98,0,0.99,0,0.78,0,0.97,0,0.96,0,0.83,0,Testing Prompt: 0.5063060237676648,examples
601728,gpt-5,3,0.7,4,0.8,1,0.87,2,0.68,0,0.98,0,0.98,1,0.74,0,0.97,1,0.82,0,0.91,0,Testing Prompt: 0.5063060237676648,examples
248896,gpt-5,3,0.66,4,0.82,3,0.82,2,0.62,0,0.98,0,0.99,1,0.76,0,0.97,0,0.95,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
247781,gpt-5,2,0.64,4,0.86,4,0.8,3,0.68,0,0.98,0,0.98,0,0.9,0,0.97,0,0.96,1,0.78,0,Testing Prompt: 0.5063060237676648,examples
512243,gpt-5,2,0.72,2,0.82,4,0.84,2,0.66,0,0.98,0,0.98,0,0.92,0,0.97,0,0.9,1,0.82,0,Testing Prompt: 0.5063060237676648,examples
188529,gpt-5,2,0.68,1,0.64,1,0.7,2,0.6,0,0.95,0,0.95,1,0.66,0,0.86,1,0.7,0,0.88,0,Testing Prompt: 0.5063060237676648,examples
293411,gpt-5,2,0.76,1,0.87,3,0.7,2,0.74,1,0.69,0,0.78,0,0.86,0,0.86,0,0.84,1,0.73,0,Testing Prompt: 0.5063060237676648,examples
580333,gpt-5,2,0.74,1,0.86,2,0.6,2,0.66,0,0.92,0,0.94,0,0.78,0,0.82,0,0.86,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
644531,gpt-5,3,0.72,3,0.78,3,0.83,3,0.78,0,0.93,0,0.92,1,0.73,1,0.69,0,0.86,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
244029,gpt-5,3,0.86,4,0.9,3,0.82,4,0.84,0,0.95,0,0.95,1,0.93,1,0.75,1,0.82,0,0.9,0,Testing Prompt: 0.5063060237676648,examples
704786,gpt-5,3,0.84,4,0.88,1,0.91,3,0.8,0,0.96,0,0.96,1,0.88,1,0.92,1,0.86,0,0.94,0,Testing Prompt: 0.5063060237676648,examples
588075,gpt-5,2,0.8,2,0.77,3,0.86,3,0.74,0,0.96,0,0.96,0,0.9,0,0.92,0,0.92,0,0.92,0,Testing Prompt: 0.5063060237676648,examples
248235,gpt-5,4,0.83,4,0.82,4,0.84,4,0.86,0,0.94,1,0.8,1,0.9,1,0.82,1,0.78,1,0.8,0,Testing Prompt: 0.5063060237676648,examples
613961,gpt-5,4,0.73,4,0.7,3,0.58,4,0.72,0,0.95,0,0.96,1,0.72,0,0.85,0,0.85,1,0.88,0,Testing Prompt: 0.5063060237676648,examples
556668,gpt-5,2,0.67,1,0.9,4,0.77,2,0.63,0,0.96,0,0.97,1,0.78,0,0.88,1,0.86,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
225646,gpt-5,3,0.64,3,0.61,1,0.88,3,0.66,0,0.97,0,0.98,0,0.72,1,0.86,0,0.78,1,0.73,0,Testing Prompt: 0.5063060237676648,examples
266177,gpt-5,2,0.69,1,0.9,4,0.76,2,0.64,0,0.97,0,0.98,0,0.9,0,0.92,1,0.78,1,0.84,0,Testing Prompt: 0.5063060237676648,examples
717614,gpt-5,2,0.7,1,0.92,3,0.74,3,0.66,0,0.98,0,0.99,0,0.93,0,0.94,0,0.93,0,0.86,0,Testing Prompt: 0.5063060237676648,examples
207524,gpt-5,3,0.73,4,0.79,3,0.72,4,0.76,0,0.98,0,0.99,1,0.85,0,0.92,1,0.84,0,0.89,0,Testing Prompt: 0.5063060237676648,examples
641013,gpt-5,3,0.66,3,0.65,3,0.64,3,0.61,0,0.97,0,0.98,0,0.72,0,0.9,1,0.79,1,0.85,0,Testing Prompt: 0.5063060237676648,examples
226773,gpt-5,3,0.69,2,0.7,3,0.78,4,0.69,0,0.98,0,0.98,0,0.83,0,0.92,1,0.82,1,0.86,0,Testing Prompt: 0.5063060237676648,examples
225581,gpt-5,4,0.83,4,0.86,1,0.6,4,0.8,1,0.9,0,0.9,1,0.85,1,0.9,0,0.6,1,0.75,0,Testing Prompt: 0.5063060237676648,examples
543094,gpt-5,3,0.69,4,0.86,4,0.82,2,0.64,0,0.93,0,0.95,0,0.76,0,0.94,0,0.83,0,0.86,1,Testing Prompt: 0.6429227220918827,examples
529099,gpt-5,2,0.8,1,0.84,4,0.78,3,0.73,0,0.95,0,0.95,0,0.92,0,0.93,0,0.77,0,0.91,1,Testing Prompt: 0.6429227220918827,examples
601728,gpt-5,2,0.78,3,0.75,3,0.78,2,0.68,0,0.95,0,0.95,0,0.88,0,0.93,1,0.72,0,0.93,1,Testing Prompt: 0.6429227220918827,examples
215108,gpt-5,4,0.74,3,0.72,4,0.83,4,0.77,0,0.87,0,0.95,1,0.78,0,0.86,0,0.76,1,0.81,1,Testing Prompt: 0.6429227220918827,examples
704786,gpt-5,3,0.8,4,0.84,1,0.9,3,0.74,0,0.95,0,0.95,1,0.86,1,0.91,1,0.86,0,0.95,1,Testing Prompt: 0.6429227220918827,examples
615578,gpt-5,3,0.78,3,0.76,3,0.82,4,0.74,1,0.72,0,0.95,1,0.88,1,0.86,1,0.86,1,0.88,1,Testing Prompt: 0.6429227220918827,examples
704896,gpt-5,2,0.79,1,0.83,1,0.91,2,0.73,0,0.95,0,0.95,0,0.9,1,0.9,0,0.93,0,0.93,1,Testing Prompt: 0.6429227220918827,examples
232366,gpt-5,3,0.76,3,0.78,1,0.92,3,0.76,0,0.95,0,0.95,1,0.83,0,0.94,0,0.93,0,0.93,1,Testing Prompt: 0.6429227220918827,examples
505173,gpt-5,2,0.6,1,0.7,4,0.8,3,0.7,0,0.9,0,0.9,0,0.9,1,0.9,1,0.8,1,0.8,1,Testing Prompt: 0.6429227220918827,examples
556668,gpt-5,2,0.6,1,0.9,4,0.8,2,0.7,0,0.95,0,0.95,1,0.7,0,0.8,1,0.85,1,0.8,1,Testing Prompt: 0.6429227220918827,examples
561604,gpt-5,2,0.7,2,0.6,1,0.95,3,0.7,0,0.95,0,0.95,0,0.9,1,0.9,0,0.95,0,0.95,1,Testing Prompt: 0.6429227220918827,examples
217400,gpt-5,2,0.6,1,0.95,3,0.75,2,0.7,0,0.95,0,0.95,0,0.9,0,0.9,0,0.95,0,0.95,1,Testing Prompt: 0.6429227220918827,examples
218810,gpt-5,2,0.7,1,0.95,3,0.75,2,0.75,0,0.95,0,0.95,1,0.75,1,0.85,0,0.9,0,0.9,1,Testing Prompt: 0.6429227220918827,examples
249730,gpt-5,2,0.7,1,0.95,3,0.8,2,0.7,0,0.95,0,0.95,0,0.85,0,0.95,0,0.95,0,0.9,1,Testing Prompt: 0.6429227220918827,examples
575601,gpt-5,3,0.7,4,0.75,3,0.75,2,0.7,0,0.95,0,0.95,1,0.75,0,0.85,0,0.95,1,0.8,1,Testing Prompt: 0.6429227220918827,examples
248235,gpt-5,4,0.75,4,0.8,4,0.8,4,0.8,0,0.9,1,0.8,1,0.8,1,0.75,0,0.9,1,0.75,1,Testing Prompt: 0.6429227220918827,examples
242166,gpt-5,2,0.68,1,0.82,3,0.84,2,0.63,0,0.95,0,0.96,0,0.93,0,0.9,0,0.78,1,0.86,1,Testing Prompt: 0.6429227220918827,examples
266177,gpt-5,2,0.62,2,0.58,4,0.77,2,0.6,0,0.95,0,0.94,0,0.93,0,0.92,0,0.75,1,0.85,1,Testing Prompt: 0.6429227220918827,examples
253693,gpt-5,2,0.7,2,0.66,4,0.88,2,0.64,0,0.96,0,0.95,0,0.92,0,0.9,1,0.91,1,0.87,1,Testing Prompt: 0.6429227220918827,examples
632387,gpt-5,2,0.73,2,0.7,3,0.82,3,0.76,0,0.97,0,0.96,0,0.93,0,0.92,0,0.9,0,0.86,1,Testing Prompt: 0.6429227220918827,examples
263864,gpt-5,2,0.68,3,0.72,1,0.84,3,0.8,0,0.97,0,0.97,0,0.9,1,0.83,0,0.91,1,0.88,1,Testing Prompt: 0.6429227220918827,examples
240687,gpt-5,2,0.67,3,0.78,3,0.81,3,0.74,0,0.97,0,0.96,1,0.75,0,0.91,1,0.88,1,0.8,1,Testing Prompt: 0.6429227220918827,examples
735055,gpt-5,3,0.64,4,0.79,3,0.8,3,0.77,0,0.97,0,0.97,0,0.92,1,0.86,0,0.89,1,0.87,1,Testing Prompt: 0.6429227220918827,examples
543229,gpt-5,2,0.66,1,0.82,3,0.83,3,0.79,0,0.97,0,0.96,1,0.73,0,0.9,0,0.88,1,0.82,1,Testing Prompt: 0.6429227220918827,examples
293411,gpt-5,2,0.72,1,0.86,3,0.78,2,0.7,1,0.82,0,0.9,0,0.92,0,0.92,0,0.92,0,0.78,1,Testing Prompt: 0.6429227220918827,examples
247781,gpt-5,2,0.66,4,0.84,3,0.7,2,0.68,0,0.95,0,0.95,0,0.93,0,0.93,0,0.93,0,0.8,1,Testing Prompt: 0.6429227220918827,examples
167524,gpt-5,2,0.78,2,0.74,3,0.84,2,0.76,0,0.95,0,0.95,0,0.93,0,0.93,0,0.93,0,0.76,1,Testing Prompt: 0.6429227220918827,examples
207845,gpt-5,2,0.68,4,0.8,3,0.78,2,0.7,1,0.88,0,0.95,0,0.92,1,0.9,1,0.82,1,0.76,1,Testing Prompt: 0.6429227220918827,examples
525710,gpt-5,3,0.78,4,0.88,3,0.8,4,0.84,0,0.95,0,0.95,1,0.9,1,0.86,1,0.92,1,0.78,1,Testing Prompt: 0.6429227220918827,examples
614816,gpt-5,2,0.8,1,0.92,4,0.82,3,0.76,0,0.95,0,0.95,0,0.93,0,0.93,1,0.92,0,0.74,1,Testing Prompt: 0.6429227220918827,examples
580333,gpt-5,2,0.86,1,0.92,3,0.78,2,0.74,0,0.95,0,0.95,0,0.93,0,0.93,0,0.93,1,0.86,1,Testing Prompt: 0.6429227220918827,examples
208682,gpt-5,2,0.82,1,0.9,3,0.86,3,0.78,0,0.95,0,0.95,1,0.86,0,0.93,1,0.86,1,0.86,1,Testing Prompt: 0.6429227220918827,examples
